item	itemLabel	countryLabel	official_website	geo
http://www.wikidata.org/entity/Q30261326	Diyarbakır Gazi Yaşargil Eğitim ve Araştırma Hastanesi	Turkey	http://www.diyarbakireah.saglik.gov.tr/	Point(40.134725 37.984599)
http://www.wikidata.org/entity/Q30261328	Nanjing Traditional Chinese Medicine Hospital	People's Republic of China	http://www.njszyy.cn/	Point(118.940845 32.100804)
http://www.wikidata.org/entity/Q30261329	Scripps Green Hospital	United States of America	https://www.scripps.org/locations/hospitals__scripps-green-hospital	Point(-117.223852 32.879916)
http://www.wikidata.org/entity/Q30261330	Nishikawa Hospital	Japan	http://www.nishikawa-hospital.jp/	Point(132.068353 34.904441)
http://www.wikidata.org/entity/Q30261333	Guanghua Hospital	People's Republic of China	http://www.ghhospital.com.cn/home/show.aspx?showid=IX4vSjwsfkYvSSFSSzVSJDpMJis1VQ%3d%3d	Point(121.42235 31.204818)
http://www.wikidata.org/entity/Q30261334	Centre Hospitalier Universitaire Yalgado Ouédraogo	Burkina Faso	http://chuyobf.org/	Point(-1.506978 12.384496)
http://www.wikidata.org/entity/Q30261335	Priory Hospital Altrincham	United Kingdom	http://www.nhs.uk/services/hospitals/overview/defaultview.aspx?id=476	Point(-2.329157 53.368254)
http://www.wikidata.org/entity/Q30261336	Oida Hospital	Japan	http://www.ooida-hp.net/	Point(132.731184 32.935064)
http://www.wikidata.org/entity/Q30261337	Chinese People 's Liberation Army No.455 Hospital	People's Republic of China	http://www.455hospital.cn/	Point(121.427686 31.199484)
http://www.wikidata.org/entity/Q30261339	Weifang Chinese Medicine Hospital	People's Republic of China	http://www.wfszyy.com/plus/list.php?tid=88	Point(119.158391 36.714431)
http://www.wikidata.org/entity/Q30261340	Shengli Oilfield Central Hospital	People's Republic of China	http://www.slchos.com:8070/	Point(118.51429 37.462656)
http://www.wikidata.org/entity/Q30261342	He Eye Hospital	People's Republic of China	http://www.hsyk024.com/	Point(123.414702 41.882114)
http://www.wikidata.org/entity/Q30261621	First Affiliated Hospital of Henan University of Science and Technology	People's Republic of China	http://yfy.haust.edu.cn/	Point(112.399016 34.661579)
http://www.wikidata.org/entity/Q30261623	Mvumi Hospital	Tanzania	http://www.mvumi.org/Mvumi_Hospital/Mvumi_Hospital.html	Point(35.899125 -6.392253)
http://www.wikidata.org/entity/Q30261688	Botswana-Baylor Children's Clinical Center of Excellence	Botswana	http://www.bipai.org/botswana/	Point(25.935561 -24.626709)
http://www.wikidata.org/entity/Q30262012	Sacred Heart Hospital	Nigeria	http://sacredhearthospitallantoro.org/	Point(3.362905 7.163479)
http://www.wikidata.org/entity/Q30262034	St. Mary’s Hospital	South Africa	http://www.stmarys.co.za/	Point(30.825675 -29.847752)
http://www.wikidata.org/entity/Q30262546	Beijing Haidian Hospital	People's Republic of China	http://www.hdhospital.com/	Point(116.309952 39.975608)
http://www.wikidata.org/entity/Q30262590	Beijing Xuanwu Traditional Chinese Medicine Hospital	People's Republic of China	http://www.xwzy.com.cn/english.shtml	Point(116.389475 39.887614)
http://www.wikidata.org/entity/Q30262673	Q30262673	Italy		Point(8.770405 40.276554)
http://www.wikidata.org/entity/Q30262699	Shanghai No. 411 Hospital	People's Republic of China		Point(121.4765 31.2669)
http://www.wikidata.org/entity/Q30262723	Shaanxi Provincial People's Hospital	People's Republic of China	http://www.sxsrmyy.com/	Point(112.577386 37.847227)
http://www.wikidata.org/entity/Q30262730	Shenyang The Fourth Hospital of People	People's Republic of China	http://www.syhos.cn/	Point(123.420492 41.820302)
http://www.wikidata.org/entity/Q30262745	Taiyuan Central Hospital	People's Republic of China	http://www.tyszxyy.com/	Point(112.561832 37.884688)
http://www.wikidata.org/entity/Q30262754	Wuhan City Chinese Medicine Hospital	People's Republic of China	http://www.whtcm.com/	Point(114.297644 30.588813)
http://www.wikidata.org/entity/Q30262761	Urumqi General Hospital of PLA	People's Republic of China	http://www.xjjqzy.com/	Point(87.58712 43.826512)
http://www.wikidata.org/entity/Q30262771	Xiyuan Hospital	People's Republic of China	http://www.xyhospital.com/	Point(116.287442 39.993489)
http://www.wikidata.org/entity/Q30262790	Yunnan Provincial Hospital of Traditional Chinese Medicine	People's Republic of China	http://www.yn-tcm-hospital.com/sitefiles/services/cms/page.aspx?s=1&n=1292	Point(102.706688 25.039705)
http://www.wikidata.org/entity/Q30262791	Asociacion Para Evitar la Ceguera en México Hospital Dr. Luis Sánchez Bulnes	Mexico	http://apec.org.mx/	Point(-99.155838 19.349205)
http://www.wikidata.org/entity/Q30262806	Hospital de Manacor	Spain	http://extranet.hmanacor.org/	Point(3.207109 39.578884)
http://www.wikidata.org/entity/Q30262811	Hospital Vicente Corral Moscoso	Ecuador	http://hvcm.gob.ec/	Point(-78.993593 -2.910633)
http://www.wikidata.org/entity/Q30262812	Hualien Tzu Chi Medical Center	Taiwan	http://hlm.tzuchi.com.tw/	Point(121.592645 23.995862)
http://www.wikidata.org/entity/Q30262829	Hallym University Kangnam Sacred Heart Hospital	South Korea	https://eng.hallym.or.kr/ptp105c.asp	Point(126.908812 37.492984)
http://www.wikidata.org/entity/Q30262831	Konya Numune Hastanesi	Turkey	http://www.konyanumunedh.saglik.gov.tr/	Point(32.48669 37.99088)
http://www.wikidata.org/entity/Q30262835	Kyung Hee University Dental Hospital	South Korea	http://www.khudh.or.kr/	Point(127.052542 37.5962)
http://www.wikidata.org/entity/Q30262860	Yonsei University Dental Hospital	South Korea	http://www.yuhs.or.kr/en/hospitals/dent_hospital/Conserv_dentist/Intro/	Point(126.938556 37.565801)
http://www.wikidata.org/entity/Q30262860	Yonsei University Dental Hospital	South Korea	https://sev.iseverance.com/dental/	Point(126.938556 37.565801)
http://www.wikidata.org/entity/Q30262875	Christian Institute of Health Sciences and Research Hospital	India	http://cihsr.in/#	Point(93.759693 25.870197)
http://www.wikidata.org/entity/Q30262876	Artemis Hospitals	India	http://www.artemishospitals.com/	Point(77.066641 28.438564)
http://www.wikidata.org/entity/Q30262881	Church of South India Hospital	India	http://csihospitalblr.org/about%20us.htm	Point(77.601251 12.990883)
http://www.wikidata.org/entity/Q30262894	Dr. B.L. Kapur Memorial Hospital	India	http://www.blkapurhospital.com/	Point(75.849822 30.92062)
http://www.wikidata.org/entity/Q30262901	Frontier Lifeline Hospital	India	http://www.frontierlifeline.com/	Point(80.185547 13.087616)
http://www.wikidata.org/entity/Q30262909	ESIC Hospital	India	http://www.esichennai.org/esihospital_KK.htm	Point(80.208291 13.034853)
http://www.wikidata.org/entity/Q30262914	Bangalore Baptist Hospital	India	http://www.bangalorebaptisthospital.com/	Point(77.589892 13.035246)
http://www.wikidata.org/entity/Q30262956	Jyotirmay Eye Clinic	India	http://www.jyotirmay.com/	Point(72.969681 19.204553)
http://www.wikidata.org/entity/Q30262969	KLE Society Hospital	India	http://www.klehospital.org/	Point(74.519556 15.887941)
http://www.wikidata.org/entity/Q30262974	Niramaya Hospital	India	http://www.niramayahospital.com/	Point(73.796725 18.639267)
http://www.wikidata.org/entity/Q30262975	KVG Medical College & Hospital	India	http://www.kvgmedcollege.org/	Point(75.38424 12.553323)
http://www.wikidata.org/entity/Q30263004	Peerless Hospital & B.K.Roy Research Centre	India	http://www.peerlesshospital.com/	Point(88.393793 22.480937)
http://www.wikidata.org/entity/Q30263051	Velammal Medical College Hospital and Research Institute	India	http://www.velammalmedicalcollege.edu.in/	Point(78.150578 9.88707)
http://www.wikidata.org/entity/Q30263190	Hospital da Senhora da Oliveira	Portugal	http://www.hospitaldeguimaraes.min-saude.pt/	Point(-8.294203055 41.440713055)
http://www.wikidata.org/entity/Q30263354	Mahatma Gandhi Dental College & Hospital	India	http://www.mgumst.org/dentalcollege.php	Point(75.799537 26.815525)
http://www.wikidata.org/entity/Q30263713	Research Institute for Fundamental and Clinical Immunology	Russia	http://kl-im.ru/	Point(82.921163 55.032389)
http://www.wikidata.org/entity/Q30263713	Research Institute for Fundamental and Clinical Immunology	Russia	http://kl-im.ru/	Point(82.921249 55.032349)
http://www.wikidata.org/entity/Q30263713	Research Institute for Fundamental and Clinical Immunology	Russia	http://niikim.ru/en/	Point(82.921163 55.032389)
http://www.wikidata.org/entity/Q30263713	Research Institute for Fundamental and Clinical Immunology	Russia	http://niikim.ru/en/	Point(82.921249 55.032349)
http://www.wikidata.org/entity/Q30263756	Deen Dayal Upadhyay Hospital	India	http://www.delhi.gov.in/wps/wcm/connect/doit_health/Health/Home/Hospitals/Deen+Dayal+Upadhyay+Hospital/	Point(77.112317 28.628085)
http://www.wikidata.org/entity/Q30263857	Kungälvs sjukhus	Sweden	https://www.vgregion.se/en/s/kungalv-hospital	Point(11.968802 57.878174)
http://www.wikidata.org/entity/Q30263857	Kungälvs sjukhus	Sweden	https://www.vgregion.se/s/kungalvs-sjukhus	Point(11.968802 57.878174)
http://www.wikidata.org/entity/Q30263870	Lasarettet i Ystad	Sweden	https://www.skane.se/sv/Webbplatser/Lasarettet_i_Ystad/	Point(13.816597 55.434737)
http://www.wikidata.org/entity/Q30263889	National Institute of Cardiovascular Diseases	Bangladesh	http://nicvd.gov.bd/	Point(90.361952 23.803745)
http://www.wikidata.org/entity/Q30263898	Parc Sanitari Sant Joan de Déu	Spain	https://www.pssjd.org/	Point(2.032304 41.354191)
http://www.wikidata.org/entity/Q30263910	Perpetual Succour Hospital	Philippines	http://www.pshcebu.ph/	Point(123.899466 10.314982)
http://www.wikidata.org/entity/Q30264037	Chosun University Dental Hospital	South Korea	http://220.67.211.143/english/	Point(126.927176 35.144186)
http://www.wikidata.org/entity/Q30264316	Södra Älvsborg Hospital	Sweden	http://www.vgregion.se/en/sas/English/Sodra-Alvsborg-Hospital/	Point(12.962832 57.725395)
http://www.wikidata.org/entity/Q30264397	Dr. A. Ramachandran's Diabetes Hospitals	India	http://www.ardiabetes.org/	Point(80.220307 13.012936)
http://www.wikidata.org/entity/Q30264419	Krankenhaus Nordwest	Germany	http://www.krankenhaus-nordwest.de/	Point(8.617986 50.150655)
http://www.wikidata.org/entity/Q30264600	Florida Hospital For Children	United States of America	https://www.floridahospital.com/children	Point(-81.370538 28.574907)
http://www.wikidata.org/entity/Q30264857	Chinese People's Armed Police General Hospital	People's Republic of China	http://www.wj-hospital.com/	Point(116.262574 39.910811)
http://www.wikidata.org/entity/Q30264859	Ningxia Hui Autonomous Region Peoples Hospital	People's Republic of China	http://www.nxrmyy.com/	Point(106.130174 38.490849)
http://www.wikidata.org/entity/Q30264867	Hunan Mawangdui Hospital	People's Republic of China	http://www.mwdhospital.com/index.html	Point(113.029073 28.20469)
http://www.wikidata.org/entity/Q30264869	Guangdong Provincial Occupational Disease Prevention Hospital	People's Republic of China	http://www.gdoh.org/	Point(113.305257 23.097216)
http://www.wikidata.org/entity/Q30264878	Lishui Central Hospital	People's Republic of China	http://www.lshospital.zj.cn/	Point(119.908197 28.450334)
http://www.wikidata.org/entity/Q30264892	Guangdong Provincial Family Planning Hospital	People's Republic of China	http://www.gdszjk.org.cn/	Point(113.307021 23.128475)
http://www.wikidata.org/entity/Q30264894	Eye Hospital, CACMS	People's Republic of China	http://www.ykhospital.com.cn/	Point(116.231692 39.903942)
http://www.wikidata.org/entity/Q30264900	Qinghai Provincial Peoples Hospital	People's Republic of China	http://www.qhsrmyy.com/main/index.asp	Point(101.699848 36.590234)
http://www.wikidata.org/entity/Q30264907	Jiangxi Maternal and Child Health Hospital	People's Republic of China	http://www.jxsfybjyy.cn/	Point(115.90276 28.677942)
http://www.wikidata.org/entity/Q30264908	Qinghai Tibetan Hospital	People's Republic of China	http://www.arurahp.com/	Point(101.787907 36.603427)
http://www.wikidata.org/entity/Q30264920	Shanghai Pudong New Area Gongli Hospital	People's Republic of China	http://www.glhospital.com/glhospital_website/html/glyy/portal/index/index.htm	Point(121.547129 31.242588)
http://www.wikidata.org/entity/Q30264920	Shanghai Pudong New Area Gongli Hospital	People's Republic of China	https://www.glhospital.com/	Point(121.547129 31.242588)
http://www.wikidata.org/entity/Q30264922	Shaoxing City Women and Children Hospital	People's Republic of China	http://www.sxfby.com/	Point(120.588132 29.999057)
http://www.wikidata.org/entity/Q30264925	Gansu Provincial Hospital of TCM	People's Republic of China	http://www.gszyy.com/	Point(103.777455 36.071922)
http://www.wikidata.org/entity/Q30264926	Shenzhen Maternity and Child Healthcare Hospital	People's Republic of China	http://www.szmch.net.cn/	Point(114.048575 22.518586)
http://www.wikidata.org/entity/Q30264928	Twelfth Guangzhou City People's Hospital	People's Republic of China	http://www.gz12hospital.cn/	Point(113.31851 23.129098)
http://www.wikidata.org/entity/Q30264931	Wenzhou City People's Hospital	People's Republic of China	http://www.wzsrmyy.com/	Point(120.654266 28.012239)
http://www.wikidata.org/entity/Q30264933	Taizhou First People's Hospital	People's Republic of China	http://www.tzrmyy.cn/	Point(121.264819 28.643921)
http://www.wikidata.org/entity/Q30264963	Zhejiang Taizhou Hospital	People's Republic of China	http://www.tzhospital.com/ywb/index.html	Point(121.113861 28.846283)
http://www.wikidata.org/entity/Q30265067	Xinjiang Uygur Autonomous Region Uygur Medicine Hospital	People's Republic of China	http://www.xjwyyy.com/en/	Point(87.617879 43.784847)
http://www.wikidata.org/entity/Q30265084	Second People's Hospital of Yunnan Province	People's Republic of China	http://www.ynshhyy.com/	Point(102.7126 25.05125)
http://www.wikidata.org/entity/Q30265085	Allgemeines Krankenhaus Celle	Germany	http://www.akh-celle.de/en/	Point(10.083586 52.629751)
http://www.wikidata.org/entity/Q30265121	Islamic Hospital	Jordan	http://www.islamic-hospital.org/	Point(35.907791 31.966896)
http://www.wikidata.org/entity/Q30265130	Mansoura University Hospital	Egypt	http://muh.mans.edu.eg/en/	Point(31.358216 31.040546)
http://www.wikidata.org/entity/Q30265164	Frauenklinik Heidelberg	Germany	https://www.klinikum.uni-heidelberg.de/Universitaets-Frauenklinik.331.0.html	Point(8.662083 49.417314)
http://www.wikidata.org/entity/Q30265165	Hautklinik Heidelberg	Germany	https://www.klinikum.uni-heidelberg.de/Willkommen.955.0.html	Point(8.662198 49.417422)
http://www.wikidata.org/entity/Q30265178	Traditional Chinese Medicine Hospital of Kunshan	People's Republic of China	http://www.kstcm.org.cn/	Point(120.95598 31.375406)
http://www.wikidata.org/entity/Q30265186	Shanxi Province Hospital of Traditional Chinese Medicine	People's Republic of China	http://www.sxzyy.com/Default.aspx	Point(112.576906 37.847732)
http://www.wikidata.org/entity/Q30265187	Daqing City People's Hospital	People's Republic of China	http://www.dqsrmyy.com/	Point(125.167589 46.580217)
http://www.wikidata.org/entity/Q30265189	Hanoi Lung Hospital	Vietnam	http://phoihanoi.vn/	Point(105.856443 21.006261)
http://www.wikidata.org/entity/Q30265190	Yixing People's Hospital	People's Republic of China	http://www.yxph.com/	Point(119.818975 31.361145)
http://www.wikidata.org/entity/Q30265191	Hegang People's Hospital	People's Republic of China	http://www.hgsrmyy.com/	Point(130.278399 47.328906)
http://www.wikidata.org/entity/Q30265198	Changchun Children's Hospital	People's Republic of China	http://www.ccetyy.cn/	Point(125.3163 43.894415)
http://www.wikidata.org/entity/Q30265199	Manisa Celal Bayar Üniversitesi Hafsa Sultan Hastanesi	Turkey	http://hastane.cbu.edu.tr/	Point(27.377592 38.610371)
http://www.wikidata.org/entity/Q30265200	Sağlık Hizmetleri Uygulama ve Araştırma Hastanesi	Turkey	http://hastaneler.cumhuriyet.edu.tr/	Point(37.029687 39.710121)
http://www.wikidata.org/entity/Q30265202	Dongguk University Ilsan Hospital	South Korea	http://isen.dumc.or.kr/	Point(127.000778 37.55754)
http://www.wikidata.org/entity/Q30265207	Gazi Hastanesi	Turkey	http://hastane.gazi.edu.tr/	Point(32.823111 39.933928)
http://www.wikidata.org/entity/Q30265209	Nippon Dental University Hospital	Japan	http://dent-hosp.ndu.ac.jp/	Point(139.744902 35.700112)
http://www.wikidata.org/entity/Q30265210	Shanghai Public Health Clinical Center	People's Republic of China	http://www.shaphc.org/default.aspx	Point(121.341621 30.791754)
http://www.wikidata.org/entity/Q30265211	Nnamdi Azikiwe University Teaching Hospital	Nigeria	http://nauth.org.ng/	Point(6.913867 6.025768)
http://www.wikidata.org/entity/Q30265212	Kowsar Hospital	Iran	http://www.kowsar-hospital.ir/Portal/Show.aspx?Page=17174	Point(52.473136 29.675146)
http://www.wikidata.org/entity/Q30265214	Toho University Medical Center Sakura Hospital	Japan	http://www.sakura.med.toho-u.ac.jp/	Point(140.167643 35.71732)
http://www.wikidata.org/entity/Q30265216	Rockefeller University Hospital	United States of America	https://www.rucares.org/	Point(-73.955822 40.762824)
http://www.wikidata.org/entity/Q30265217	Hara Eye Hospital	Japan	http://haraganka.com/	Point(139.879505 36.559729)
http://www.wikidata.org/entity/Q30265221	Hospital de Magalhães Lemos	Portugal	http://www.hmlemos.min-saude.pt/	Point(-8.665385 41.177317)
http://www.wikidata.org/entity/Q30265224	Hospital Padre Américo	Portugal	https://www.chts.min-saude.pt/	Point(-8.309364 41.196295)
http://www.wikidata.org/entity/Q30265225	Aydın Adnan Menderes Üniversitesi Uygulama ve Araştırma Hastanesi	Turkey	http://hastane.adu.edu.tr/	Point(27.859694 37.854417)
http://www.wikidata.org/entity/Q30265227	Columbia St. Mary's Hospital	United States of America	http://www.columbia-stmarys.org/	Point(-87.88072 43.060522)
http://www.wikidata.org/entity/Q30265230	Mayo Clinic Hospital	United States of America	http://www.mayoclinic.org/patient-visitor-guide/arizona/clinic-hospital-buildings/mayo-clinic-hospital	Point(-111.956261 33.658456)
http://www.wikidata.org/entity/Q30265231	Air Force Institute of Aviation Medicine Affiliated Hospital	People's Republic of China	http://466.cnkme.com/	Point(116.306197 39.940014)
http://www.wikidata.org/entity/Q30265234	National Yang Ming University Hospital	Taiwan	http://www.ymuh.ym.edu.tw/EN/	Point(121.75422 24.757953)
http://www.wikidata.org/entity/Q30265235	Murmansk Regional Clinical Hospital named after P.A. Bayandin	Russia	http://mokb51.ru/	Point(33.099905 68.951767)
http://www.wikidata.org/entity/Q30265237	Dryden Road Clinic	United Kingdom	http://www.ntw.nhs.uk/sd.php?l=2&d=8&sm=41&id=130	Point(-1.596418 54.946131)
http://www.wikidata.org/entity/Q30265238	Priory Hospital	United Kingdom	http://www.priorygroup.com/location-results/item/the-priory-hospital-chelmsford	Point(0.489212 51.743169)
http://www.wikidata.org/entity/Q30265239	Regional Hospital of Scranton	United States of America	http://www.commonwealthhealth.net/locations/regional-hospital-scranton	Point(-75.654001 41.412795)
http://www.wikidata.org/entity/Q30265240	Duchy Hospital	United Kingdom	https://www.circlehealthgroup.co.uk/hospitals/the-duchy-hospital	Point(-1.548056 53.987594)
http://www.wikidata.org/entity/Q30265241	Ashurst Hospital	United Kingdom	http://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=114575	Point(-1.523566 50.890873)
http://www.wikidata.org/entity/Q30265243	Avenue Day Hospital	United Kingdom	http://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=114809	Point(-2.511178 53.504354)
http://www.wikidata.org/entity/Q30265244	Guildford Hospital	United Kingdom	https://www.nuffieldhealth.com/hospitals/guildford	Point(-0.611088 51.242017)
http://www.wikidata.org/entity/Q30265245	LETO Maternity Hospital	Greece	http://www.leto.gr/	Point(23.768113 37.99896)
http://www.wikidata.org/entity/Q30265246	Beeches Hospital	United Kingdom	http://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=111255	Point(-2.772159 52.674135)
http://www.wikidata.org/entity/Q30265247	Bickley Day Hospital	United Kingdom	http://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=RMY09	Point(1.017281 52.517823)
http://www.wikidata.org/entity/Q30265248	Boscombe Community Hospital	United Kingdom	http://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=113745	Point(-1.84139 50.729043)
http://www.wikidata.org/entity/Q30265249	Bronllys Hospital	United Kingdom	http://www.powysthb.wales.nhs.uk/bronllys-hospital	Point(-3.260888 52.009191)
http://www.wikidata.org/entity/Q30265251	Ilkley Coronation Hospital	United Kingdom	http://www.nhs.uk/Services/hospitals/MapsAndDirections/DefaultView.aspx?id=114939	Point(-1.813609 53.923299)
http://www.wikidata.org/entity/Q30265252	Cw Private Hospital	United Kingdom	http://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=115867	Point(-1.54662 55.184316)
http://www.wikidata.org/entity/Q30265253	Walkergate Park Hospital	United Kingdom	http://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=29986	Point(-1.560059 54.989953)
http://www.wikidata.org/entity/Q30265254	Children's Hospital of Oklahoma	United States of America	http://www.oumedicine.com/childrens/hospital-information/	Point(-97.497951 35.481296)
http://www.wikidata.org/entity/Q30265255	St Michaels Hospital	United Kingdom	http://www.nhs.uk/Services/clinics/Overview/DefaultView.aspx?id=2990	Point(-0.084355 51.661764)
http://www.wikidata.org/entity/Q30265256	The Catholic University of Korea, Daejeon St. Mary's Hospital	South Korea	https://www.cmcdj.or.kr/	Point(127.420376 36.322431)
http://www.wikidata.org/entity/Q30265257	Chongqing Dazu District People's Hospital	People's Republic of China	http://www.dzqrmyy.com/	Point(105.737728 29.683827)
http://www.wikidata.org/entity/Q30265258	National Specialized Hospital for Active Treatment of Hematologic Diseases	Bulgaria	http://hematology.bg/	Point(23.359985 42.660622)
http://www.wikidata.org/entity/Q30265260	Bayburt State Hospital	Turkey	http://www.bayburtdevlethastanesi.gov.tr/	Point(40.211203 40.266026)
http://www.wikidata.org/entity/Q30265261	Bharti Hospital	India	http://www.bhartihospital.com/	Point(76.995936 29.697337)
http://www.wikidata.org/entity/Q30265263	Firoozgar General Hospital	Iran	http://firoozgar.iums.ac.ir/	Point(51.410283 35.70921)
http://www.wikidata.org/entity/Q30265264	First Hospital of Shijiazhuang	People's Republic of China	http://www.sjzsdyyy.com/	Point(114.514553 38.038977)
http://www.wikidata.org/entity/Q30265266	PLA Navy 971 Hospital	People's Republic of China	http://www.401yy.com/	Point(120.380881 36.069113)
http://www.wikidata.org/entity/Q30265267	Amfissa General Hospital	Greece	http://www.gnamfissas.gr/	Point(22.376372 38.52104)
http://www.wikidata.org/entity/Q30265269	Guang Fu Hospital	People's Republic of China	http://www.gf120.com/	Point(119.643212 29.119494)
http://www.wikidata.org/entity/Q30265271	Colombo North Teaching Hospital	Sri Lanka	http://www.cnth.health.gov.lk/	Point(79.924058 7.02873)
http://www.wikidata.org/entity/Q30265274	Changchun 208 Hospital	People's Republic of China	http://www.cc208yy.com/	Point(125.269265 43.902598)
http://www.wikidata.org/entity/Q30265284	North China University of Science and Technology Affiliated Hospital	People's Republic of China	http://www.myfy.com.cn/	Point(118.178348 39.640527)
http://www.wikidata.org/entity/Q30265291	Hospital of Hebei Province	People's Republic of China	http://www.hbszyy.cn/	Point(114.536912 38.043864)
http://www.wikidata.org/entity/Q30265295	Kensei Hospital	Japan	http://www.kensei-hp.jp/index.html	Point(140.478993 40.607079)
http://www.wikidata.org/entity/Q30265298	Hospital General de Tomelloso	Spain	http://hgtomelloso.sescam.jccm.es/htom/cm/tomelloso	Point(-3.006383 39.174445)
http://www.wikidata.org/entity/Q30265306	Zoucheng People's Hospital	People's Republic of China	http://www.sdzcrmyy.cn/	Point(116.980469 35.39585)
http://www.wikidata.org/entity/Q30265308	Shenzhen Pingle Orthopedic Hospital	People's Republic of China	http://www.szplgk.com/	Point(114.107617 22.537041)
http://www.wikidata.org/entity/Q30265309	Luoyang Orthopedic-Traumatological Hospital	People's Republic of China	http://zzyq.lyzhenggu.cn/english/html/77_233.shtml	Point(112.503274 34.692394)
http://www.wikidata.org/entity/Q30265311	Centre Hospitalo-Universitaire Dr Benbadis Constantine	Algeria	http://www.sante.dz/chu25/accueil.htm	Point(6.61671 36.373611)
http://www.wikidata.org/entity/Q30265361	Faringdon Day Hospital	United Kingdom	http://www.nhs.uk/Services/hospitals/Overview/DefaultView.aspx?id=115227	Point(-1.588342 51.656482)
http://www.wikidata.org/entity/Q30265381	Cambridge Memorial Hospital	Canada	https://www.cmh.org/	Point(-80.326357 43.377824)
http://www.wikidata.org/entity/Q30265394	Sault Area Hospital	Canada	http://www.sah.on.ca/	Point(-84.310791 46.549177)
http://www.wikidata.org/entity/Q30265523	Korgan Devlet Hastanesi	Turkey	http://korgandh.saglik.gov.tr/	Point(37.34129 40.828747)
http://www.wikidata.org/entity/Q30265530	Imam Reza Hospital	Iran	http://imamreza.tbzmed.ac.ir/	Point(46.324182 38.055627)
http://www.wikidata.org/entity/Q30265640	Pohang SeMyeong Christianity Hospital	South Korea	http://www.phgidok.com/	Point(129.362022 36.017792)
http://www.wikidata.org/entity/Q30265853	910 Hospital of the People's Liberation Army Joint Logistic Support Force	People's Republic of China	http://www.180yy.com/	Point(118.597802 24.939193)
http://www.wikidata.org/entity/Q30265856	Shaoxing No.6 People's Hospital	People's Republic of China	http://www.sx6y.com/	Point(120.591076 29.988868)
http://www.wikidata.org/entity/Q30265858	Sanya City Women and Children Hospital	People's Republic of China	http://www.syfybjy.com.cn/	Point(109.504312 18.253713)
http://www.wikidata.org/entity/Q30265860	Luoyang Central Hospital Affiliated to Zhengzhou University	People's Republic of China	http://www.lyszxyy.com/	Point(112.45158 34.62347)
http://www.wikidata.org/entity/Q30265864	Walker County Red Cross Hospital	People's Republic of China	http://www.hjhsz.org/menu_view-3-1.html	Point(113.657566 35.274618)
http://www.wikidata.org/entity/Q30265866	Riverside Hospital of Guangxi Zhuang Autonomous Region	People's Republic of China	http://www.gxjbyy.com/	Point(108.349365 22.789342)
http://www.wikidata.org/entity/Q30265868	People's Liberation Army No. 150 Hospital	People's Republic of China	http://www.jkyc.com/ly150rlzyb/index.asp	Point(112.373829 34.615491)
http://www.wikidata.org/entity/Q30265869	Dalian City Third People's Hospital	People's Republic of China	http://www.dl3y.com/	Point(121.578876 38.979401)
http://www.wikidata.org/entity/Q30265888	Linyi City Chinese Medicine Hospital	People's Republic of China	http://www.zhongyihospital.com/	Point(118.307142 35.30745)
http://www.wikidata.org/entity/Q30265961	Adolescent Health Clinic	United States of America	https://www.childrensmn.org/services/primary-care/primary-care-services/adolescent-health-clinic/	Point(-93.261274 44.956507)
http://www.wikidata.org/entity/Q30265989	Emory Rehabilitation Hospital	United States of America	http://www.emoryhealthcare.org/rehabilitation/index.html	Point(-84.320353 33.795101)
http://www.wikidata.org/entity/Q30266208	Nagashima Hospital	Japan	http://www.nagashimahp.or.jp/	Point(134.038013 34.733331)
http://www.wikidata.org/entity/Q30266560	Clock View Hospital	United Kingdom	http://www.merseycare.nhs.uk/about-us/a-new-generation-of-mental-health-hospitals/clock-view/	Point(-2.969017 53.451093)
http://www.wikidata.org/entity/Q30266727	People’s Hospital of Linqing	People's Republic of China	http://www.lqsyy.com/	Point(115.707401 36.836177)
http://www.wikidata.org/entity/Q30266991	Clínica Girona	Spain	http://www.clinicagirona.cat/	Point(2.8113889 41.9636111)
http://www.wikidata.org/entity/Q30266993	Foetal Alcohol Spectrum Disorders Clinic	United Kingdom	http://www.fasdclinic.com/	Point(-0.004059 51.25853)
http://www.wikidata.org/entity/Q30267006	Concordia Hospital	Italy	http://spalla.it/concordia-hospital.html	Point(12.488038 41.860561)
http://www.wikidata.org/entity/Q30267032	Dr Youth Clinic	South Korea	http://www.dryouthclinic.com/#	Point(126.951063 37.55606)
http://www.wikidata.org/entity/Q30267044	Klinik Preetz	Germany	http://www.klinik-preetz.de/	Point(10.278332 54.238917)
http://www.wikidata.org/entity/Q30267045	Hospital do Servidor Público Municipal	Brazil	http://www.prefeitura.sp.gov.br/cidade/secretarias/saude/hospital_do_servidor_publico_municipal/	Point(-46.616545 -23.492629)
http://www.wikidata.org/entity/Q30267067	Hemalata Hospitals and Research Centre	India	http://www.hemalatahospitals.com/	Point(85.816784 20.315713)
